Sentence,Label
SELECT * FROM users WHERE last_login < 'klpubhjdeuaaghi';,0
"SELECT category_id, product_name, description, price FROM products WHERE stock_quantity < 26 ORDER BY description DESC;",0
"INSERT INTO categories (category_name, category_id) VALUES ('Rslxvfbeclbf', 6235);",0
"SELECT status, order_date FROM orders WHERE order_id < 6062 ORDER BY total_amount DESC;",0
"SELECT product_id, product_name, category_id, stock_quantity FROM products WHERE description != 'mgrldktzvcikvoa';",0
"SELECT category_id, category_name FROM categories WHERE category_name > 'Efphmafjlxam';",0
"SELECT order_id, quantity, product_id FROM order_details WHERE order_detail_id < 6941 ORDER BY product_id ASC LIMIT 53;",0
SELECT username FROM users WHERE email = 'btfntcre@qdpcc.com';,0
SELECT * FROM users WHERE created_at < '2022-12-01' LIMIT 91;,0
SELECT email FROM users WHERE last_login = 'zbifytwmgtvnoxw' LIMIT 80;,0
"SELECT user_id, total_amount, order_id, order_date FROM orders;",0
UPDATE users SET created_at = '2022-05-01' WHERE created_at = '2022-08-11';,0
SELECT email FROM users ORDER BY email DESC LIMIT 78;,0
"SELECT description, product_name FROM products WHERE description > 'swactljpwielrcx' ORDER BY stock_quantity ASC LIMIT 25;",0
"SELECT password_hash, last_login, username FROM users WHERE password_hash < 'hlbngtqwqscqjcljksinafrggrbhmzieoerdehjp';",0
"SELECT order_id, status FROM orders;",0
"INSERT INTO users (email, created_at, password_hash) VALUES ('befkqmbf@qcazb.com', '2022-03-21', 'fsdyoyswvexdtcfcrwaokowmykkonmlhmupoyamp');",0
"SELECT product_id, category_id, product_name, description FROM products WHERE price = 121.38;",0
SELECT order_date FROM orders WHERE user_id = 545;,0
"INSERT INTO users (created_at, user_id, email, username) VALUES ('2022-03-21', 4607, 'pfbdzeyz@mxkfl.com', 'Rxjzrtsufnbf');",0
"INSERT INTO products (price, description, stock_quantity) VALUES (374.28, 'iizrfpzjdtsmtpy', 35);",0
DELETE FROM users WHERE username = 'Aqedtymhoixs';,0
"UPDATE users SET password_hash = 'bjuydkbvhvtfeizkrvtkdemydtdrvzwhtaqdcfqj', username = 'Qrifelqjdqcj', last_login = 'ozxjjfmndmhhini' WHERE user_id = 7466;",0
"INSERT INTO order_details (quantity, order_detail_id, order_id, price_per_unit) VALUES (81, 5009, 1613, 21.14);",0
SELECT * FROM order_details WHERE product_id = 6879 ORDER BY order_id ASC;,0
"SELECT last_login, email FROM users LIMIT 76;",0
"SELECT created_at, username, user_id, password_hash FROM users WHERE created_at = '2022-03-05' ORDER BY user_id DESC LIMIT 81;",0
"SELECT last_login, email, username FROM users WHERE password_hash < 'rwcbtouvhvpxikuskgloedberrxwokylvwtjvlvw' ORDER BY user_id DESC LIMIT 89;",0
DELETE FROM categories WHERE category_name = 'Wyfehhxnunef';,0
"SELECT product_id, price_per_unit, order_detail_id, order_id FROM order_details WHERE order_detail_id < 6842 LIMIT 98;",0
"SELECT category_id, category_name FROM categories WHERE category_name = 'Pctikfgezqeu';",0
"UPDATE orders SET user_id = 7351, order_date = '2022-08-04', total_amount = 207.61 WHERE total_amount = 234.25;",0
"UPDATE orders SET status = '2022-11-26', total_amount = 156.56 WHERE user_id = 2900;",0
SELECT status FROM orders WHERE total_amount > 201.69 ORDER BY order_id ASC LIMIT 13;,0
"UPDATE order_details SET order_id = 4745, order_detail_id = 4723, product_id = 3821 WHERE order_detail_id = 2482;",0
"SELECT password_hash, last_login, user_id, created_at FROM users WHERE last_login < 'ezdtenjeizvbkgv' ORDER BY email ASC;",0
"INSERT INTO users (password_hash, created_at, last_login, username) VALUES ('wreuzmzrlmykvpvrspvapqdnxmwkkpwlynibwikx', '2022-03-14', 'vopafngkswutwab', 'Rphtraihrfzj');",0
"INSERT INTO products (product_name, category_id, product_id, price) VALUES ('Ywwpryaggtrj', 4482, 6989, 96.89);",0
"UPDATE users SET password_hash = 'jetboiywvvsbhxeghymvjfmhrdulexulfimuzhit', email = 'xpbpugup@wobtu.com', created_at = '2022-11-20' WHERE user_id = 9781;",0
"SELECT order_detail_id, quantity FROM order_details WHERE order_detail_id < 8301;",0
SELECT category_id FROM categories WHERE category_id = 5001 LIMIT 90;,0
"SELECT product_id, price_per_unit, order_detail_id FROM order_details WHERE quantity < 15;",0
"SELECT category_name, category_id FROM categories ORDER BY category_name ASC;",0
SELECT price FROM products WHERE price < 370.95 ORDER BY description ASC;,0
"INSERT INTO order_details (quantity, product_id) VALUES (16, 9822);",0
"UPDATE categories SET category_name = 'Eqtkfjvcplim', category_id = 2461 WHERE category_id = 9230;",0
"INSERT INTO orders (order_id, order_date, status, user_id) VALUES (4875, '2022-11-22', '2022-11-13', 2980);",0
SELECT stock_quantity FROM products LIMIT 87;,0
SELECT stock_quantity FROM products WHERE stock_quantity != 86 ORDER BY product_id ASC;,0
"INSERT INTO orders (order_date, status, total_amount) VALUES ('2022-01-05', '2022-04-23', 40.48);",0
"UPDATE categories SET category_id = 2668, category_name = 'Oddmodivbbuc' WHERE category_id = 2433;",0
"INSERT INTO products (category_id, description, stock_quantity) VALUES (7308, 'iwvlxzhyeabxkno', 8);",0
"UPDATE users SET username = 'Fvxglpewguna', user_id = 5351 WHERE password_hash = 'bvsiwhlsqewlckoriqrvtvqgmjgpwsdnvwpifekv';",0
"SELECT username, password_hash, created_at, email FROM users WHERE password_hash < 'llcjdhiaviduhxmbgcwaozbscqcsdzgpzeahzamx' ORDER BY user_id ASC LIMIT 94;",0
SELECT product_name FROM products WHERE product_name < 'Oejsowxcsuap' ORDER BY category_id ASC;,0
"SELECT category_id, category_name FROM categories WHERE category_id < 1027 ORDER BY category_id ASC LIMIT 46;",0
"SELECT price_per_unit, product_id FROM order_details WHERE product_id > 1397 ORDER BY order_id DESC;",0
DELETE FROM users WHERE password_hash = 'kvhzfaxatdvrlousjyfqafjpbeqgcpsptecarsep';,0
"INSERT INTO categories (category_id, category_name) VALUES (7855, 'Uaypqtqflfsg');",0
"SELECT category_name, category_id FROM categories ORDER BY category_id DESC;",0
UPDATE orders SET user_id = 6200 WHERE user_id = 2949;,0
"INSERT INTO users (created_at, last_login, user_id) VALUES ('2022-01-31', 'wclfjredzreyeoo', 4818);",0
SELECT username FROM users;,0
"SELECT order_date, total_amount FROM orders WHERE user_id != 1391 ORDER BY order_id DESC;",0
SELECT category_id FROM categories WHERE category_name != 'Lwoigkplowou' LIMIT 91;,0
SELECT quantity FROM order_details WHERE order_detail_id = 1021 LIMIT 26;,0
UPDATE users SET user_id = 7850 WHERE username = 'Jemcyaokiwqi';,0
"INSERT INTO categories (category_name, category_id) VALUES ('Uaatobxoijqf', 3577);",0
"SELECT order_id, status FROM orders WHERE total_amount = 297.91 ORDER BY order_date ASC LIMIT 29;",0
UPDATE categories SET category_id = 4844 WHERE category_name = 'Dysbydpkfzfz';,0
SELECT * FROM users WHERE created_at != '2022-08-31';,0
"INSERT INTO categories (category_id, category_name) VALUES (4903, 'Jgfhrxyfhksj');",0
SELECT stock_quantity FROM products WHERE category_id = 7461;,0
"INSERT INTO users (last_login, email, password_hash) VALUES ('pqvswraswsymqvr', 'gjntavlp@endpd.com', 'fespypdtuqrmkwnepbqprajcfywptsjiogvbzuxk');",0
SELECT * FROM users WHERE email < 'dappucau@mbdge.com' ORDER BY created_at ASC;,0
"SELECT category_name, category_id FROM categories WHERE category_name != 'Zwmkulfvvexm' LIMIT 12;",0
SELECT * FROM users WHERE username = 'Pvkcaulsdfom' ORDER BY created_at DESC LIMIT 71;,0
"SELECT status, order_date FROM orders WHERE order_date = '2022-03-02';",0
"SELECT category_name, category_id FROM categories WHERE category_id != 7572;",0
"SELECT price, product_name FROM products;",0
"INSERT INTO categories (category_name, category_id) VALUES ('Sykbvoltrley', 2295);",0
DELETE FROM order_details WHERE order_id = 9152;,0
"UPDATE orders SET user_id = 3487, total_amount = 291.37, order_id = 5958 WHERE user_id = 3993;",0
UPDATE order_details SET order_id = 1387 WHERE price_per_unit = 364.09;,0
"SELECT product_id, order_id, price_per_unit FROM order_details WHERE product_id > 8283 LIMIT 53;",0
"SELECT order_date, total_amount, user_id, order_id FROM orders WHERE status < '2022-03-11' ORDER BY total_amount ASC LIMIT 97;",0
"SELECT category_name, category_id FROM categories WHERE category_name = 'Jahdoiyyjcph' ORDER BY category_id DESC LIMIT 44;",0
"SELECT price_per_unit, product_id, quantity, order_detail_id FROM order_details WHERE product_id = 8723 ORDER BY price_per_unit DESC;",0
"SELECT product_id, category_id FROM products WHERE description != 'aolhwwkdtgrtkdo';",0
"SELECT category_id, category_name FROM categories;",0
"UPDATE products SET product_name = 'Dtsjwmucdwyf', price = 190.85 WHERE description = 'tggvcuxyptuqmyc';",0
"UPDATE order_details SET order_detail_id = 900, product_id = 1395 WHERE order_detail_id = 6067;",0
SELECT status FROM orders WHERE user_id < 7784 LIMIT 89;,0
"SELECT category_id, category_name FROM categories ORDER BY category_id DESC LIMIT 28;",0
"SELECT user_id, order_id FROM orders WHERE status < '2022-12-10' ORDER BY user_id ASC;",0
"SELECT product_name, product_id, stock_quantity, description FROM products WHERE category_id != 3350 LIMIT 15;",0
DELETE FROM categories WHERE category_id = 2382;,0
"INSERT INTO users (username, created_at, last_login, user_id) VALUES ('Irzqlceccyey', '2022-06-12', 'kcfpqiltjtscord', 6487);",0
"INSERT INTO order_details (order_detail_id, quantity) VALUES (3705, 35);",0
"UPDATE users SET user_id = 5432, email = 'ruyownvy@cbzqx.com', last_login = 'msbukjyuopeivtk' WHERE username = 'Ordgngjnywbf';",0
DELETE FROM order_details WHERE price_per_unit = 101.22;,0
"UPDATE orders SET order_date = '2022-09-20', total_amount = 148.66, status = '2022-10-23' WHERE user_id = 4106;",0
"UPDATE order_details SET quantity = 26, order_detail_id = 5518 WHERE order_id = 491;",0
"SELECT category_id, category_name FROM categories WHERE category_name != 'Rxesdjefqpja' LIMIT 53;",0
"SELECT product_id, quantity FROM order_details WHERE order_id > 6324 LIMIT 97;",0
"INSERT INTO products (stock_quantity, category_id) VALUES (17, 4262);",0
SELECT * FROM order_details WHERE quantity < 77 LIMIT 72;,0
"SELECT price_per_unit, order_detail_id, product_id FROM order_details WHERE order_id < 2009;",0
SELECT order_id FROM order_details WHERE order_id < 4573 ORDER BY order_id ASC;,0
"SELECT username, password_hash, last_login, user_id FROM users WHERE last_login != 'sosnmjakzpbhqzp';",0
"SELECT product_id, quantity, order_detail_id FROM order_details WHERE price_per_unit > 277.92 ORDER BY order_detail_id ASC;",0
"UPDATE order_details SET order_detail_id = 300, price_per_unit = 232.85 WHERE order_id = 3348;",0
DELETE FROM categories WHERE category_name = 'Zjuqeakjkthf';,0
DELETE FROM orders WHERE order_id = 5985;,0
"SELECT category_name, category_id FROM categories WHERE category_id > 5098;",0
"SELECT category_name, category_id FROM categories WHERE category_name != 'Sggykoclfucm' LIMIT 72;",0
"SELECT category_id, category_name FROM categories ORDER BY category_id DESC LIMIT 60;",0
SELECT * FROM orders WHERE order_date > '2022-09-20' ORDER BY status ASC LIMIT 90;,0
"SELECT order_id, order_date FROM orders WHERE user_id = 7903;",0
DELETE FROM users WHERE email = 'voktnmsi@tdavr.com';,0
SELECT * FROM users ORDER BY password_hash ASC;,0
"UPDATE users SET created_at = '2022-10-21', password_hash = 'xchkikrgwtbnvjufsgtaqwhhonlixcgzukjecexw', username = 'Hnpfjvokprdc' WHERE email = 'tsdrulpr@qpihl.com';",0
"SELECT product_name, product_id FROM products WHERE description != 'cgesesiokqillco';",0
SELECT quantity FROM order_details ORDER BY order_detail_id DESC;,0
DELETE FROM users WHERE user_id = 9187;,0
"INSERT INTO orders (order_id, user_id, order_date) VALUES (3165, 3461, '2022-09-13');",0
"UPDATE categories SET category_id = 9637, category_name = 'Fjiqbrkakabf' WHERE category_id = 1048;",0
"UPDATE orders SET user_id = 9183, status = '2022-01-13' WHERE order_date = '2022-06-26';",0
"INSERT INTO products (product_name, description) VALUES ('Fwmiftcskpjh', 'fqmhuynpejaakjt');",0
"INSERT INTO orders (user_id, order_id, total_amount) VALUES (8059, 9463, 264.28);",0
"SELECT description, price, stock_quantity FROM products WHERE stock_quantity != 8 ORDER BY description ASC;",0
UPDATE users SET user_id = 2325 WHERE email = 'bpysgrtr@chjxg.com';,0
SELECT * FROM products;,0
"INSERT INTO users (password_hash, username, user_id, last_login) VALUES ('bmbocnzmsdhgcasynjlfmeqhdmcdflymlhquejjy', 'Swueecnihvmn', 9137, 'myfkqznoyeszkfa');",0
SELECT * FROM products WHERE stock_quantity < 14 ORDER BY category_id ASC;,0
"INSERT INTO orders (order_id, user_id, total_amount) VALUES (1739, 204, 40.97);",0
"SELECT total_amount, order_date, status FROM orders ORDER BY status ASC;",0
"UPDATE users SET created_at = '2022-04-17', username = 'Ylbbjndwfrkr' WHERE created_at = '2022-10-04';",0
"SELECT last_login, username, password_hash, email FROM users WHERE email > 'wspsolws@jsldk.com' LIMIT 36;",0
"UPDATE users SET password_hash = 'xcqvrkjzryrdjfynydhabxgixtqbtlckcmxbovcg', user_id = 4485 WHERE email = 'gdcommdx@hqmzy.com';",0
"SELECT stock_quantity, description, product_name, price FROM products WHERE stock_quantity < 46;",0
"SELECT product_name, product_id, price, stock_quantity FROM products WHERE product_name = 'Pslejokpbvuc' ORDER BY price DESC LIMIT 51;",0
SELECT order_detail_id FROM order_details WHERE quantity < 26 LIMIT 37;,0
"SELECT category_name, category_id FROM categories WHERE category_name > 'Facfikwgjbfv';",0
SELECT product_id FROM products WHERE product_id != 4778 ORDER BY category_id ASC LIMIT 87;,0
DELETE FROM users WHERE username = 'Obaihpdoenig';,0
UPDATE users SET created_at = '2022-03-13' WHERE email = 'xkslsyrm@hvsgi.com';,0
"UPDATE products SET product_id = 1626, stock_quantity = 42, price = 125.51 WHERE category_id = 6462;",0
"INSERT INTO order_details (price_per_unit, product_id, quantity) VALUES (161.64, 592, 51);",0
"SELECT quantity, price_per_unit, order_detail_id FROM order_details WHERE order_detail_id != 6364 ORDER BY order_id DESC;",0
"SELECT user_id, order_date FROM orders LIMIT 22;",0
"SELECT category_id, category_name FROM categories WHERE category_name < 'Umhpwhpfymrl' ORDER BY category_id ASC;",0
UPDATE orders SET total_amount = 28.89 WHERE order_id = 9447;,0
SELECT * FROM products WHERE product_id != 1128 ORDER BY product_name DESC;,0
UPDATE categories SET category_name = 'Rtflkltkygiq' WHERE category_name = 'Mjigagswnsnk';,0
"SELECT category_id, category_name FROM categories;",0
SELECT product_id FROM order_details WHERE product_id > 9588 ORDER BY order_detail_id ASC LIMIT 57;,0
"SELECT order_detail_id, order_id FROM order_details ORDER BY order_id ASC LIMIT 57;",0
DELETE FROM categories WHERE category_id = 607;,0
"INSERT INTO products (stock_quantity, category_id) VALUES (23, 3307);",0
UPDATE products SET category_id = 2111 WHERE description = 'odxybmgzxjgclku';,0
"SELECT status, total_amount, order_date, user_id FROM orders ORDER BY order_id DESC;",0
SELECT description FROM products WHERE stock_quantity < 11 ORDER BY description DESC;,0
"UPDATE categories SET category_name = 'Wzoqxeqtpsom', category_id = 512 WHERE category_name = 'Gvnutpwgeqes';",0
UPDATE products SET product_name = 'Lunhnarbpjsg' WHERE product_name = 'Gjrfdscxkwhz';,0
"SELECT product_id, quantity, order_id, price_per_unit FROM order_details WHERE price_per_unit != 55.96 ORDER BY price_per_unit DESC;",0
"UPDATE categories SET category_name = 'Szgeizycftup', category_id = 8157 WHERE category_name = 'Xhhashjhcwfl';",0
SELECT quantity FROM order_details;,0
"SELECT created_at, username, email FROM users LIMIT 20;",0
SELECT category_name FROM categories LIMIT 71;,0
"SELECT last_login, username, password_hash, created_at FROM users WHERE last_login < 'woysusaksihgvec' LIMIT 88;",0
"SELECT user_id, email, last_login, created_at FROM users ORDER BY email ASC LIMIT 42;",0
SELECT order_detail_id FROM order_details WHERE order_detail_id > 5656;,0
"SELECT category_name, category_id FROM categories ORDER BY category_name ASC;",0
"INSERT INTO orders (user_id, order_id, status) VALUES (5918, 4075, '2022-05-10');",0
SELECT quantity FROM order_details;,0
"SELECT username, password_hash, last_login FROM users WHERE password_hash > 'zdfhfjqaygotugoieufbsmjujowxkxcpwgxualfq';",0
"SELECT user_id, email, created_at FROM users WHERE user_id > 7271 ORDER BY user_id ASC LIMIT 62;",0
"INSERT INTO order_details (order_id, order_detail_id, product_id) VALUES (149, 685, 3348);",0
"SELECT total_amount, order_id FROM orders ORDER BY order_id ASC;",0
"SELECT status, user_id, order_date, total_amount FROM orders LIMIT 55;",0
SELECT price_per_unit FROM order_details WHERE quantity != 75 ORDER BY quantity DESC;,0
DELETE FROM products WHERE stock_quantity = 75;,0
SELECT * FROM users ORDER BY user_id DESC;,0
"SELECT category_id, category_name FROM categories WHERE category_id = 8930;",0
SELECT user_id FROM users WHERE last_login > 'uzmbmykyfzknktc' ORDER BY last_login ASC;,0
"SELECT username, password_hash FROM users ORDER BY password_hash DESC;",0
"SELECT stock_quantity, product_id FROM products WHERE product_name > 'Cqiwfidznljz';",0
SELECT * FROM orders WHERE total_amount > 386.70;,0
SELECT email FROM users WHERE user_id < 2970 ORDER BY username DESC;,0
"INSERT INTO products (price, category_id) VALUES (217.67, 3379);",0
"SELECT category_id, product_id, description, price FROM products WHERE category_id = 3491 LIMIT 86;",0
SELECT product_id FROM products WHERE description < 'xhhfunyxrsxztmc' LIMIT 25;,0
SELECT user_id FROM users WHERE created_at < '2022-09-24' LIMIT 37;,0
"SELECT price, category_id, product_name, description FROM products WHERE description = 'tkohpvmnapgmkol';",0
DELETE FROM users WHERE password_hash = 'qthnrulvtibyeuvnjizfuljxizawsaenpmmcycce';,0
"SELECT description, product_id, price, category_id FROM products WHERE category_id < 9110 ORDER BY product_name ASC;",0
SELECT order_id FROM order_details ORDER BY product_id ASC;,0
"SELECT status, total_amount FROM orders;",0
"INSERT INTO orders (status, order_date, total_amount, order_id) VALUES ('2022-12-10', '2022-02-24', 223.72, 4277);",0
DELETE FROM products WHERE stock_quantity = 56;,0
"SELECT password_hash, created_at, email, username FROM users WHERE created_at < '2022-12-21' LIMIT 57;",0
SELECT product_id FROM order_details WHERE price_per_unit > 255.44;,0
SELECT * FROM users WHERE email < 'xwcpqvau@jyylq.com' ORDER BY email ASC;,0
SELECT * FROM order_details WHERE order_detail_id != 2140 LIMIT 95;,0
"SELECT stock_quantity, price, category_id, description FROM products LIMIT 96;",0
"INSERT INTO categories (category_id, category_name) VALUES (2152, 'Ipbgfbyrgbvl');",0
"UPDATE orders SET order_id = 1920, status = '2022-07-04', user_id = 7853 WHERE total_amount = 486.45;",0
"SELECT product_name, product_id FROM products WHERE category_id = 8012 ORDER BY stock_quantity DESC LIMIT 43;",0
SELECT * FROM categories ORDER BY category_name ASC LIMIT 67;,0
UPDATE products SET description = 'qmpzyicrnitesnx' WHERE stock_quantity = 62;,0
"SELECT stock_quantity, product_id, product_name FROM products WHERE product_name != 'Nhrqqpflejur';",0
SELECT order_id FROM orders WHERE order_id = 7983;,0
"SELECT category_id, category_name FROM categories ORDER BY category_name DESC LIMIT 19;",0
"INSERT INTO orders (order_id, user_id) VALUES (8063, 7316);",0
"SELECT category_id, category_name FROM categories WHERE category_id != 6763 LIMIT 29;",0
"UPDATE products SET stock_quantity = 5, product_name = 'Dbiznngvqjpx', product_id = 2201 WHERE stock_quantity = 13;",0
DELETE FROM orders WHERE order_id = 9905;,0
"SELECT status, total_amount FROM orders WHERE order_id = 5712 ORDER BY status ASC;",0
"INSERT INTO orders (order_id, total_amount, status, user_id) VALUES (6963, 12.30, '2022-05-08', 2151);",0
"SELECT last_login, password_hash FROM users;",0
"SELECT username, last_login, created_at, email FROM users WHERE created_at > '2022-03-02';",0
"INSERT INTO categories (category_id, category_name) VALUES (6278, 'Dhfrldqckitq');",0
"INSERT INTO orders (order_date, user_id, order_id, status) VALUES ('2022-01-31', 215, 5112, '2022-08-08');",0
SELECT product_id FROM products WHERE stock_quantity < 2 LIMIT 99;,0
SELECT * FROM orders WHERE order_date < '2022-10-01' ORDER BY order_id DESC LIMIT 39;,0
SELECT order_id FROM orders ORDER BY order_date DESC;,0
SELECT description FROM products WHERE price != 491.35 ORDER BY product_id DESC;,0
"INSERT INTO products (product_name, category_id, product_id, description) VALUES ('Opaosolwqjqb', 6143, 7459, 'zrjjnmghizghoon');",0
SELECT * FROM users;,0
"INSERT INTO order_details (product_id, order_id, quantity, price_per_unit) VALUES (5305, 110, 59, 477.10);",0
"UPDATE categories SET category_id = 2611, category_name = 'Hucujmsexugq' WHERE category_id = 4561;",0
DELETE FROM products WHERE stock_quantity = 76;,0
"INSERT INTO users (user_id, username, password_hash, created_at) VALUES (1764, 'Ppazuzswvpnx', 'eepuvxmytaawkyxfrmeimbgvibormpdxfwspkwpw', '2022-04-14');",0
SELECT category_name FROM categories WHERE category_id > 6500 LIMIT 44;,0
SELECT product_id FROM products ORDER BY stock_quantity DESC;,0
DELETE FROM users WHERE user_id = 8670;,0
SELECT price_per_unit FROM order_details ORDER BY quantity ASC;,0
"INSERT INTO order_details (quantity, price_per_unit, order_detail_id) VALUES (9, 326.84, 2573);",0
"INSERT INTO categories (category_name, category_id) VALUES ('Szkgglrnuruw', 3605);",0
"SELECT category_name, category_id FROM categories;",0
"SELECT category_name, category_id FROM categories;",0
SELECT * FROM categories WHERE category_id != 5331 ORDER BY category_id ASC;,0
UPDATE order_details SET quantity = 62 WHERE product_id = 7195;,0
UPDATE products SET price = 267.83 WHERE price = 366.16;,0
"INSERT INTO order_details (price_per_unit, order_detail_id, order_id) VALUES (81.31, 9309, 9800);",0
"SELECT price, stock_quantity FROM products;",0
"SELECT order_id, order_date FROM orders WHERE user_id = 431;",0
"SELECT category_name, category_id FROM categories WHERE category_id > 1990 ORDER BY category_name ASC LIMIT 59;",0
"INSERT INTO order_details (order_id, order_detail_id, price_per_unit) VALUES (2711, 3843, 404.98);",0
"UPDATE categories SET category_id = 9444, category_name = 'Epwirrwfpodo' WHERE category_name = 'Phwmzacokwqq';",0
DELETE FROM order_details WHERE order_detail_id = 1023;,0
SELECT category_id FROM categories LIMIT 27;,0
"SELECT user_id, password_hash, email, created_at FROM users ORDER BY password_hash DESC LIMIT 37;",0
"INSERT INTO users (email, last_login) VALUES ('grfqiwrl@tijfh.com', 'yupjdprdtynfvsc');",0
"INSERT INTO users (username, user_id, created_at, last_login) VALUES ('Xjtjbgygdsli', 5738, '2022-02-24', 'qrmxjvosibequoi');",0
"SELECT price, product_id, category_id, stock_quantity FROM products WHERE price = 151.52 ORDER BY stock_quantity ASC;",0
"SELECT user_id, total_amount, order_date, status FROM orders ORDER BY user_id ASC;",0
"SELECT status, total_amount, user_id, order_id FROM orders WHERE order_id != 2653 LIMIT 87;",0
"INSERT INTO products (price, category_id) VALUES (247.00, 8671);",0
UPDATE order_details SET product_id = 5759 WHERE order_id = 9184;,0
"SELECT order_id, price_per_unit FROM order_details WHERE quantity != 55 ORDER BY order_detail_id ASC;",0
"SELECT price, category_id, description, product_name FROM products WHERE product_id < 1799 ORDER BY price DESC;",0
SELECT * FROM products WHERE product_id = 4347 ORDER BY description DESC LIMIT 58;,0
"INSERT INTO users (user_id, last_login) VALUES (3828, 'fxburlprrpwpcxr');",0
SELECT price_per_unit FROM order_details WHERE order_id > 469 LIMIT 39;,0
"SELECT email, password_hash, user_id FROM users ORDER BY email DESC LIMIT 47;",0
"UPDATE categories SET category_name = 'Wqmswlwspyue', category_id = 5008 WHERE category_name = 'Dtxigqdgxihj';",0
"INSERT INTO orders (user_id, total_amount, order_id, order_date) VALUES (7771, 273.68, 4582, '2022-12-11');",0
"INSERT INTO order_details (product_id, order_id, order_detail_id, price_per_unit) VALUES (1052, 6517, 8488, 25.23);",0
SELECT * FROM order_details ORDER BY price_per_unit ASC;,0
"SELECT order_id, user_id, order_date, total_amount FROM orders ORDER BY status DESC;",0
"SELECT category_name, category_id FROM categories ORDER BY category_id DESC LIMIT 68;",0
DELETE FROM products WHERE price = 330.82;,0
"SELECT order_id, total_amount, order_date, user_id FROM orders LIMIT 92;",0
SELECT order_id FROM orders WHERE user_id > 5568 ORDER BY order_id ASC LIMIT 38;,0
"UPDATE users SET email = 'zbjwxorx@etobv.com', password_hash = 'zeozbrnorvybcjuhfrgulhryexmevxfasyqljwnn', user_id = 8270 WHERE password_hash = 'tvmnrgajjswukohupzgikvbpcpfeyejrelgvhcxb';",0
SELECT * FROM orders WHERE order_date != '2022-10-04' ORDER BY order_date ASC LIMIT 26;,0
"SELECT order_id, status FROM orders ORDER BY total_amount ASC LIMIT 80;",0
"SELECT category_id, category_name FROM categories LIMIT 74;",0
"INSERT INTO categories (category_name, category_id) VALUES ('Wgikpwicyixr', 9740);",0
"INSERT INTO products (price, product_name, category_id) VALUES (431.37, 'Ofwltbdqusbm', 7690);",0
DELETE FROM users WHERE user_id = 3551;,0
"INSERT INTO categories (category_id, category_name) VALUES (9820, 'Wgsogykcosiu');",0
UPDATE orders SET total_amount = 212.03 WHERE order_date = '2022-09-15';,0
"INSERT INTO users (password_hash, email, user_id, username) VALUES ('xtnuikbpckjljkbuiivxkvhisacigmyfqstofjca', 'qltpnibw@hscoj.com', 2901, 'Gihgezgorzqu');",0
SELECT order_date FROM orders;,0
SELECT order_detail_id FROM order_details WHERE product_id > 4244;,0
"UPDATE orders SET user_id = 8320, order_date = '2022-07-31' WHERE status = '2022-02-22';",0
"SELECT user_id, created_at, username FROM users ORDER BY username ASC LIMIT 75;",0
DELETE FROM categories WHERE category_id = 2968;,0
"INSERT INTO order_details (product_id, price_per_unit, order_id) VALUES (4618, 90.73, 1933);",0
"INSERT INTO orders (order_id, total_amount, user_id, status) VALUES (6974, 470.33, 3374, '2022-03-12');",0
"UPDATE orders SET order_date = '2022-10-31', status = '2022-11-03' WHERE status = '2022-08-20';",0
DELETE FROM categories WHERE category_id = 1893;,0
"SELECT quantity, product_id, order_detail_id, order_id FROM order_details LIMIT 67;",0
SELECT * FROM users;,0
"SELECT category_id, category_name FROM categories ORDER BY category_id DESC;",0
"UPDATE categories SET category_id = 1394, category_name = 'Lhorhycrqsou' WHERE category_name = 'Wenbpypghzqh';",0
SELECT * FROM categories WHERE category_name < 'Naqqtxfppojz' ORDER BY category_id ASC;,0
"SELECT username, last_login, created_at, password_hash FROM users LIMIT 73;",0
DELETE FROM users WHERE password_hash = 'etevhnrqqwwdrwkwejmwsfsdnbfqfftxjjymaayd';,0
"SELECT description, category_id, price, stock_quantity FROM products WHERE stock_quantity > 90 ORDER BY product_name DESC;",0
"SELECT stock_quantity, price, category_id, product_name FROM products ORDER BY category_id ASC LIMIT 53;",0
"SELECT price, product_id FROM products WHERE product_id < 2407 ORDER BY stock_quantity DESC LIMIT 31;",0
"SELECT category_id, product_id FROM products ORDER BY price ASC LIMIT 30;",0
"SELECT category_id, category_name FROM categories WHERE category_id = 9932;",0
"SELECT order_date, total_amount, user_id, status FROM orders WHERE order_date = '2022-09-06';",0
"SELECT product_id, order_detail_id, price_per_unit FROM order_details WHERE order_detail_id = 1306;",0
"INSERT INTO orders (status, total_amount) VALUES ('2022-04-17', 204.32);",0
DELETE FROM orders WHERE order_date = '2022-07-13';,0
DELETE FROM order_details WHERE price_per_unit = 160.61;,0
UPDATE categories SET category_id = 9632 WHERE category_name = 'Nincirsylhwf';,0
DELETE FROM products WHERE description = 'dunylvqymrshikq';,0
"UPDATE order_details SET quantity = 14, product_id = 3885, price_per_unit = 308.28 WHERE quantity = 81;",0
"SELECT description, stock_quantity FROM products WHERE stock_quantity > 20 ORDER BY description DESC LIMIT 74;",0
"SELECT order_detail_id, quantity, price_per_unit FROM order_details LIMIT 30;",0
"INSERT INTO products (product_id, category_id) VALUES (9224, 7744);",0
